title,avg_monthly_searches,competition_index,api_status,gate_passed,checked_at
Activation Workbench,,,failed,False,2026-08-18T22:08:09.141836+09:00
Activation Zone,70.0,0.0,success,False,2026-08-17T20:43:22.316757+09:00
Actuary Almanac,,,failed,False,2026-08-18T22:05:27.658262+09:00
Actuary Anchor,,,failed,False,2026-08-17T21:37:46.877382+09:00
Actuary Assistant,720.0,5.0,success,False,2026-08-17T23:11:21.548397+09:00
Actuary Atlas,,,failed,False,2026-08-17T20:45:10.862003+09:00
Actuary Base,,,failed,False,2026-08-17T20:42:00.146835+09:00
Actuary Beacon,,,failed,False,2026-08-18T07:52:56.677266+09:00
Actuary Blueprint,,,failed,False,2026-08-18T22:05:17.781482+09:00
Actuary Board,40.0,4.0,success,False,2026-08-17T20:39:33.830984+09:00
Actuary Bridge,,,failed,False,2026-08-17T21:39:09.779186+09:00
Actuary Calendar,,,failed,False,2026-08-19T00:02:36.291033+09:00
Actuary Card,,,failed,False,2026-08-19T13:29:46.780078+09:00
Actuary Cascade,,,failed,False,2026-08-17T21:41:16.664514+09:00
Actuary Center,,,failed,False,2026-08-17T20:34:02.071546+09:00
Actuary Chain,,,failed,False,2026-08-17T21:31:52.108049+09:00
Actuary Check,,,failed,False,2026-08-19T13:30:05.934954+09:00
Actuary Cockpit,,,failed,False,2026-08-17T23:31:23.198788+09:00
Actuary Codex,,,failed,False,2026-08-18T22:05:44.090365+09:00
Actuary Companion,,,failed,False,2026-08-17T23:09:27.800960+09:00
Actuary Compass,,,failed,False,2026-08-17T20:32:23.142780+09:00
Actuary Compendium,,,failed,False,2026-08-18T22:05:35.647018+09:00
Actuary Console,,,failed,False,2026-08-18T07:52:08.139884+09:00
Actuary Core,,,failed,False,2026-08-17T20:41:11.362619+09:00
Actuary Counter,,,failed,False,2026-08-19T00:03:21.455005+09:00
Actuary Dashboard,,,failed,False,2026-08-17T23:14:36.904616+09:00
Actuary Deck,,,failed,False,2026-08-17T20:38:37.912313+09:00
Actuary Depot,,,failed,False,2026-08-19T00:03:04.417889+09:00
Actuary Desk,,,failed,False,2026-08-17T20:36:18.497930+09:00
Actuary Dial,,,failed,False,2026-08-17T21:39:57.727763+09:00
Actuary Directory,880.0,1.0,success,False,2026-08-19T00:02:41.985677+09:00
Actuary Dock,,,failed,False,2026-08-17T21:35:06.399475+09:00
Actuary Engine,,,failed,False,2026-08-17T23:30:14.406427+09:00
Actuary Finder,,,failed,False,2026-08-19T00:02:58.410814+09:00
Actuary Flow,,,failed,False,2026-08-17T20:39:09.333217+09:00
Actuary Forge,,,failed,False,2026-08-18T07:53:06.257546+09:00
Actuary Form,,,failed,False,2026-08-19T13:29:29.454455+09:00
Actuary Frame,,,failed,False,2026-08-17T20:42:49.578916+09:00
Actuary Gate,,,failed,False,2026-08-17T20:47:07.356899+09:00
Actuary Grid,,,failed,False,2026-08-17T21:32:28.090728+09:00
Actuary Guard,,,failed,False,2026-08-17T20:41:38.152103+09:00
Actuary Guidebook,,,failed,False,2026-08-18T22:04:58.367673+09:00
Actuary Hub,,,failed,False,2026-08-17T20:38:12.491374+09:00
Actuary Insight,,,failed,False,2026-08-17T23:31:05.763784+09:00
Actuary Journal,50.0,1.0,success,False,2026-08-18T22:04:38.583463+09:00
Actuary Keeper,,,failed,False,2026-08-17T20:43:16.751377+09:00
Actuary Lab,,,failed,False,2026-08-17T20:36:51.044622+09:00
Actuary Ledger,,,failed,False,2026-08-17T20:40:27.760312+09:00
Actuary Lens,,,failed,False,2026-08-17T20:43:46.830313+09:00
Actuary Locator,,,failed,False,2026-08-19T00:02:51.849711+09:00
Actuary Lock,,,failed,False,2026-08-17T20:45:34.633599+09:00
Actuary Log,,,failed,False,2026-08-19T13:29:15.231319+09:00
Actuary Loop,,,failed,False,2026-08-17T21:33:28.260657+09:00
Actuary Manager,390.0,1.0,success,False,2026-08-17T20:42:19.428112+09:00
Actuary Map,10.0,7.0,success,False,2026-08-17T20:44:32.138425+09:00
Actuary Meter,,,failed,False,2026-08-17T21:38:18.723173+09:00
Actuary Metrics,,,failed,False,2026-08-17T23:07:43.866571+09:00
Actuary Monitor,,,failed,False,2026-08-17T23:12:59.903146+09:00
Actuary Navigator,,,failed,False,2026-08-17T23:31:38.790135+09:00
Actuary Nexus,,,failed,False,2026-08-17T20:45:56.929111+09:00
Actuary Node,,,failed,False,2026-08-17T20:48:26.612997+09:00
Actuary Note,,,failed,False,2026-08-19T13:30:39.417389+09:00
Actuary Office,170.0,1.0,success,False,2026-08-19T00:03:12.143780+09:00
Actuary Ops,,,failed,False,2026-08-17T23:03:48.755656+09:00
Actuary Organizer,,,failed,False,2026-08-17T23:30:43.619577+09:00
Actuary Panel,,,failed,False,2026-08-17T21:41:47.180143+09:00
Actuary Path,210.0,8.0,success,False,2026-08-17T20:47:47.373505+09:00
Actuary Pilot,,,failed,False,2026-08-17T20:37:18.091212+09:00
Actuary Planner,,,failed,False,2026-08-17T23:30:28.172183+09:00
Actuary Playbook,,,failed,False,2026-08-18T22:04:27.693577+09:00
Actuary Point,,,failed,False,2026-08-17T20:46:27.690682+09:00
Actuary Portal,,,failed,False,2026-08-17T20:31:49.556843+09:00
Actuary Profile,10.0,3.0,success,False,2026-08-19T13:30:54.229704+09:00
Actuary Pulse,,,failed,False,2026-08-17T21:31:17.550614+09:00
Actuary Radar,,,failed,False,2026-08-17T20:35:20.751202+09:00
Actuary Rail,,,failed,False,2026-08-17T21:34:01.777052+09:00
Actuary Register,40.0,3.0,success,False,2026-08-17T23:31:54.862824+09:00
Actuary Registry,,,failed,False,2026-08-18T22:05:10.153828+09:00
Actuary Relay,,,failed,False,2026-08-17T20:34:25.476328+09:00
Actuary Report,880.0,2.0,success,False,2026-08-19T13:29:00.478751+09:00
Actuary Roadmap,50.0,5.0,success,False,2026-08-18T22:05:53.928204+09:00
Actuary Roster,,,failed,False,2026-08-19T00:37:42.157517+09:00
Actuary Route,,,failed,False,2026-08-17T21:36:10.133574+09:00
Actuary Scale,,,failed,False,2026-08-17T21:37:08.932405+09:00
Actuary Scheduler,,,failed,False,2026-08-17T23:05:57.160852+09:00
Actuary Scope,10.0,0.0,success,False,2026-08-17T21:34:31.783933+09:00
Actuary Score,,,failed,False,2026-08-19T13:30:30.638587+09:00
Actuary Sentry,,,failed,False,2026-08-17T20:44:10.950266+09:00
Actuary Sheet,,,failed,False,2026-08-19T13:29:56.430090+09:00
Actuary Signal,,,failed,False,2026-08-17T21:36:38.708092+09:00
Actuary Snapshot,,,failed,False,2026-08-18T22:04:47.341629+09:00
Actuary Station,,,failed,False,2026-08-17T20:35:51.368204+09:00
Actuary Studio,,,failed,False,2026-08-17T20:37:49.257868+09:00
Actuary Suite,,,failed,False,2026-08-17T23:04:07.422993+09:00
Actuary Sync,,,failed,False,2026-08-17T20:40:03.112671+09:00
Actuary Tag,,,failed,False,2026-08-19T13:30:48.441659+09:00
Actuary Toolkit,,,failed,False,2026-08-18T22:04:18.397619+09:00
Actuary Tracker,,,failed,False,2026-08-17T20:40:49.686418+09:00
Actuary Trail,,,failed,False,2026-08-17T21:33:02.340741+09:00
Actuary Vault,,,failed,False,2026-08-17T20:33:31.328442+09:00
Actuary Watch,,,failed,False,2026-08-17T21:35:36.118436+09:00
Actuary Wave,,,failed,False,2026-08-17T21:30:08.257838+09:00
Actuary Workbench,,,failed,False,2026-08-18T22:04:05.188286+09:00
Actuary Zone,,,failed,False,2026-08-17T20:32:58.642411+09:00
Adherence Almanac,,,failed,False,2026-08-18T22:08:12.988621+09:00
Adherence Anchor,,,failed,False,2026-08-17T23:27:53.024871+09:00
Adherence Assistant,,,failed,False,2026-08-17T23:23:45.943375+09:00
